index,title,description,location,country,currency,price,durationInDays,imagesURL,siteURL,rating,dateOfScrape
10,3 Day Luxury Sabi Sands Tengile River Lodge,"Welcome to Tengile River Lodge, a breath-taking sanctuary in Sabie Sands Game Reserve. This luxurious lodge offers an exceptional African wilderness experience, blending comfort and adventure amidst stunning scenery. Guests can enjoy elegantly appointed suites with panoramic views of the river and landscape. The lodge features guided morning and sunset game drives and
bush walks (subject to availability) for encounters with diverse wildlife. With gourmet dining, rejuvenating wellness treatments, and attentive service, Tengile River Lodge is the ideal base for an unforgettable journey through one of South Africa’s most iconic game reserves.","South Africa, Sabi Sands",South Africa,ZAR,"94,900",3,"['https://moafrikatours.com/wp-content/uploads/2025/01/Image-12-4-768x432-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/bathtub-overlooking-sand-river-at-andbeyond-tengile-768x432-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/Sabi-Sand-Destination-Brochure-Tengile-game-drive-with-leopard-1536x864-1-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/guest-lounge-area-at-andbeyond-tengile-in-south-africa-768x432-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/Image-12-4-768x432-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/bathtub-overlooking-sand-river-at-andbeyond-tengile-768x432-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/Sabi-Sand-Destination-Brochure-Tengile-game-drive-with-leopard-1536x864-1-1024x576.jpg']",https://moafrikatours.com/south-africa/greater-kruger/sabi-sands-game-reserve/safaris/3-day/3-day-luxury-sabi-sands-tengile-river-lodge/,,20250210_151757
11,5-Day Luxury Timbavati Rockfig Safari Lodge,"RockFig Safari Lodge, located in the Timbavati Private Nature Reserve, is an exclusive lodge offering six luxury suites, spacious decks, and stunning views of the surrounding wilderness. The lodge focuses on personalized experiences for up to 12 guests, blending indoor and outdoor living, with a waterhole
nearby for frequent wildlife viewing. Guests enjoy game drives, walking safaris, and superb dining options. The lodge also offers a fire pit, boma dinners, and a focus on tailored luxury.","South Africa, Kruger National Park",South Africa,ZAR,"80,960",5,"['https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Bedroom-Interior0-2-1090x614-1-768x433.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Lounge1-2-1090x614-1-768x433.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/SouthAfrica_GreaterKruger_RockFigSafariLodge_GameDriveWithWhiteRhino6-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Bedroom-deck-2-1090x614-1-768x433.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Bedroom-Interior0-2-1090x614-1-1024x577.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Lounge1-2-1090x614-1-1024x577.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/SouthAfrica_GreaterKruger_RockFigSafariLodge_GameDriveWithWhiteRhino6-1024x683.jpg']",https://moafrikatours.com/south-africa/greater-kruger/timbavati-private-nature-reserve/safaris/5-day/luxury/5-day-luxury-timbavati-rockfig-safari-lodge/,,20250210_151802
12,4-Day Luxury Timbavati Rockfig Safari Lodge,"RockFig Safari Lodge, located in the Timbavati Private Nature Reserve, is an exclusive lodge offering six luxury suites, spacious decks, and stunning views of the surrounding wilderness. The lodge focuses on personalized experiences for up to 12 guests, blending indoor and outdoor living, with a waterhole nearby for frequent wildlife viewing. Guests enjoy game drives, walking safaris, and superb dining options. The lodge also offers a fire pit, boma dinners, and a focus on tailored luxury.","South Africa, Kruger National Park",South Africa,ZAR,"61,580",4,"['https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Drinks-on-deck-1090x614-1-768x433.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/SouthAfrica_GreaterKruger_RockFigSafariLodge_DrinksStopWithElephant2-768x336.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Bedroom-deck-2-1090x614-1-768x433.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/SouthAfrica_GreaterKruger_RockFigSafariLodge_GameDriveWithWhiteRhino6-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Drinks-on-deck-1090x614-1-1024x577.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/SouthAfrica_GreaterKruger_RockFigSafariLodge_DrinksStopWithElephant2-1024x448.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Bedroom-deck-2-1090x614-1-1024x577.jpg']",https://moafrikatours.com/south-africa/greater-kruger/timbavati-private-nature-reserve/safaris/4-day/luxury/4-day-luxury-timbavati-rockfig-safari-lodge/,,20250210_151808
13,3-Day Luxury Timbavati Rockfig Safari Lodge,"RockFig Safari Lodge, located in the Timbavati Private Nature Reserve in Greater Kruger, is an exclusive lodge offering six luxury suites, spacious decks, and stunning views of the surrounding wilderness. The lodge focuses on personalized experiences for up to 12 guests, blending indoor & outdoor living, with a waterhole nearby for frequent wildlife viewing. Enjoy game drives, walking safaris & superb dining options. The lodge also offers a fire pit, boma dinners, & a focus on tailored luxury.","South Africa, Kruger National Park",South Africa,ZAR,"42,195",3,"['https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Bedroom-deck-2-1090x614-1-768x433.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/SouthAfrica_GreaterKruger_RockFigSafariLodge_GameDriveWithWhiteRhino6-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Pool-2-1090x614-1-768x433.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Bedroom-Interior0-2-1090x614-1-768x433.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Bedroom-deck-2-1090x614-1-1024x577.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/SouthAfrica_GreaterKruger_RockFigSafariLodge_GameDriveWithWhiteRhino6-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/RockFig-Safari-Lodge_Pool-2-1090x614-1-1024x577.jpg']",https://moafrikatours.com/south-africa/greater-kruger/timbavati-private-nature-reserve/safaris/3-day/luxury/3-day-luxury-timbavati-rockfig-safari-lodge/,,20250210_151813
14,2 Day Radisson Kruger Fly-In Safari from Johannesburg,"Join us for an immersive 2 day bush experience like no other. On this incredible journey into Africa’s romantic safari world, see the best that the bush has to offer at the iconic Kruger National Park, as well as the pristine
Blue Canyon Reserve and Moditlo Private Game Reserve. Fly into Hoedspruit Eastgate Airport from Johannesburg and be met by your friendly guide for transport to the Radisson Hotel. Enjoy a tailored, catered experience that will leave no rock unturned in your quest for the ultimate African safari.","South Africa, Kruger National Park",South Africa,ZAR,"16,610",2,"['https://moafrikatours.com/wp-content/uploads/2024/01/Radisson-Safari-Hotel-Hoedspruit-Pegasus-Bar-and-Restaurant-9-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/steptodown.com545166-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/Radisson-Safari-Hotel-Hoedspruit-Pegasus-Bar-and-Restaurant-13-1024x683-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/Radisson-Safari-Hotel-Hoedspruit-Garden-Facing-Standard-Room-4-1024x683-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/01/Radisson-Safari-Hotel-Hoedspruit-Pegasus-Bar-and-Restaurant-9-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/03/steptodown.com545166-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/Radisson-Safari-Hotel-Hoedspruit-Pegasus-Bar-and-Restaurant-13-1024x683-1.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/2-day/luxury/2-day-radisson-fly-in-kruger-safari-from-johannesburg/,,20250210_151819
15,2 Day Radisson Kruger Fly-In Safari from Cape Town,"Join us for an immersive 2 day bush experience like no other. On this incredible journey into Africa’s romantic safari world, see the best that the bush has to offer at the iconic Kruger National Park, as well as the pristine
Blue Canyon Reserve and Moditlo Private Game Reserve. Fly into Hoedspruit Eastgate Airport from Cape Town or Johannesburg and be met by your friendly guide for transport to the Radisson Hotel. Enjoy a tailored, catered experience that will leave no rock unturned in your quest for the ultimate African safari.","South Africa, Kruger National Park",South Africa,ZAR,"23,210",2,"['https://moafrikatours.com/wp-content/uploads/2024/11/steptodown.com988965-1024x683-2-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/02/why-visit-kruger-ngala-game-drive-202006231536328-768x149.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/Radisson-Safari-Hotel-Hoedspruit-Pegasus-Bar-and-Restaurant-13-1024x683-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/11/SouthAfricaKrugerleoparddusk-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/steptodown.com988965-1024x683-2.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/02/why-visit-kruger-ngala-game-drive-202006231536328-1024x199.jpg', 'https://moafrikatours.com/wp-content/uploads/2025/01/Radisson-Safari-Hotel-Hoedspruit-Pegasus-Bar-and-Restaurant-13-1024x683-1.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/2-day/luxury/2-day-radisson-fly-in-kruger-safari-from-cape-town/,,20250210_151824
16,Ukutula Lion Park Day Trip,"Located near Brits in the North West Province, Ukutula Lion Park is renowned for its dedication to wildlife conservation and educational experiences with Africa’s majestic predators. The park spans beautiful bushveld terrain, offering guests an opportunity to engage in unique lion interactions while learning about conservation efforts. Known as the “place of quiet,” Ukutula provides a peaceful yet thrilling environment where visitors can walk alongside lion cubs, interact with young lions, and gain insight into the behavior and preservation of these magnificent animals.","South Africa, Johannesburg",South Africa,ZAR,"2,995",1,"['https://moafrikatours.com/wp-content/uploads/2024/11/cub-800-768x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/scalewebpautojpeg_quality60-768x512.webp', 'https://moafrikatours.com/wp-content/uploads/2024/11/ukuthulu-lion-park-1024x680-1-768x510.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/ukutula-lodge-and-walking-with-lions-gallery-110389-20140729092250-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/cub-800.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/scalewebpautojpeg_quality60.webp', 'https://moafrikatours.com/wp-content/uploads/2024/11/ukuthulu-lion-park-1024x680-1.jpg']",https://moafrikatours.com/tours/ukutula-lion-park-day-trip/,,20250210_151830
17,15-Day Budget Southern Africa Tour from Cape Town,"Join us on a captivating 15-day budget journey through South Africa and Zimbabwe. Explore iconic landmarks, coastal marvels, and local cuisine in Cape Town. Immerse yourself in Soweto’s cultural richness before before thrilling game drives in Kruger National Park. Experience a sunset cruise at Victoria Falls and wildlife encounters at Chobe National Park. This curated tour blends natural beauty, cultural immersion, and unforgettable experiences.","South Africa, Cape Town, Johannesburg, Kruger National Park, Soweto, Southern Africa, Victoria Falls, Zimbabwe",South Africa,ZAR,"48,790",15,"['https://moafrikatours.com/wp-content/uploads/2024/11/97-afs-soweto-20200611215059-1024x677-2-768x508.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/cape-town-april-2015-20200611215304-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/colorful-houses-in-bo-kaap-malay-quarter-cape-town-1139829010-904f6d70a7924d19a454296d3db7c884-1024x683-2-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/Soweto-Orlando-Towers-1024x574-2-768x431.png', 'https://moafrikatours.com/wp-content/uploads/2024/11/97-afs-soweto-20200611215059-1024x677-2.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/cape-town-april-2015-20200611215304-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/colorful-houses-in-bo-kaap-malay-quarter-cape-town-1139829010-904f6d70a7924d19a454296d3db7c884-1024x683-2.jpg']",https://moafrikatours.com/tours/15-day-budget-southern-africa-tour-from-cape-town/,,20250210_151835
18,15-Day Luxury Southern Africa Tour from Cape Town,"Join us on a captivating 15-day journey through South Africa and Zimbabwe. Explore iconic landmarks, coastal marvels, and local cuisine in Cape Town. Immerse yourself in Soweto’s cultural richness before before thrilling game drives in Kruger National Park. Experience a sunset cruise at Victoria Falls
and wildlife encounters at Chobe National Park. This curated tour blends natural beauty, cultural immersion, and unforgettable experiences.","South Africa, Cape Town, Johannesburg, Kruger National Park, Soweto, Southern Africa, Victoria Falls, Zimbabwe",South Africa,ZAR,"121,775",15,"['https://moafrikatours.com/wp-content/uploads/2024/11/steptodown.com734723-1024x683-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/winelands-full-day-1024x498-1-768x374.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/Tour-of-the-Victoria-Falls_banner-1024x359-1-768x269.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/colorful-houses-in-bo-kaap-malay-quarter-cape-town-1139829010-904f6d70a7924d19a454296d3db7c884-1024x683-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/steptodown.com734723-1024x683-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/winelands-full-day-1024x498-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/11/Tour-of-the-Victoria-Falls_banner-1024x359-1.jpg']",https://moafrikatours.com/tours/15-day-luxury-southern-africa-tour-from-cape-town/,,20250210_151841
19,15-Day Mid-Range Southern Africa Tour from Cape Town,"Experience a 15-day journey through South Africa and Zimbabwe, beginning in vibrant Cape Town. Explore iconic landmarks, coastal wonders, and indulge in local cuisine. Transition to Johannesburg for cultural immersion in Soweto before venturing into the wild at Tremisana Lodge for thrilling safaris. Fly to Victoria Falls for a breath-taking sunset cruise on the Zambezi River and a misty rainforest exploration. Wrap up your adventure with a day trip to Chobe National Park for wildlife encounters. This curated tour blends natural beauty, cultural  heritage, and unforgettable wildlife experiences.","South Africa, Cape Town, Johannesburg, Soweto, Southern Africa, Victoria Falls, Zimbabwe",South Africa,ZAR,"73,425",15,"['https://moafrikatours.com/wp-content/uploads/2022/01/victoria-falls-safari-lodhe-hotel-accommodation-fa-20200818173201-768x318.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/steptodown.com988965-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Cape-Point-768x624.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/02/blyde-20200731093318.avif', 'https://moafrikatours.com/wp-content/uploads/2022/01/victoria-falls-safari-lodhe-hotel-accommodation-fa-20200818173201-1024x424.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/steptodown.com988965-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Cape-Point-1024x831.jpg']",https://moafrikatours.com/tours/15-day-mid-range-southern-africa-tour-from-cape-town/,,20250210_151846
20,Full Day Kruger Safari from Hazyview,"Join us for a full-day guided safari in Kruger National Park, with convenient pickup from Hazyview or nearby lodges. We enter the park through Paul Kruger Gate, leading us into the renowned game-rich areas around Skukuza and Lower Sabie. These regions are known for frequent sightings of the Big Five and an abundance of wildlife along the Sabie River. With daily guaranteed departures and highly qualified guides, you’ll experience the best that Kruger has to offer in comfort and style. Lunch is at Skukuza Rest Camp, and our open 4×4 safari vehicles are designed specifically for optimal game viewing.","South Africa, Kruger National Park",South Africa,ZAR,"2,250",1,"['https://moafrikatours.com/wp-content/uploads/2024/10/steptodown.com533831-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/9-768x512.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/10/steptodown.com734723-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/steptodown.com988965-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/steptodown.com533831-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/9.jpeg', 'https://moafrikatours.com/wp-content/uploads/2024/10/steptodown.com734723-1024x683.jpg']",https://moafrikatours.com/tours/full-day-kruger-safari-from-hazyview/,,20250210_151852
21,3 Day Johannesburg Luxury Package,"Discover Johannesburg and Pilanesberg National Park from one of Johannesburg and Sandton’s premium apartment hotels, The Catalyst Hotel, located less than a kilometre from the Gautrain Station in the heart of a sought-after business and leisure district in the city.","South Africa, Johannesburg",South Africa,ZAR,"9,350",3,"['https://moafrikatours.com/wp-content/uploads/2024/10/Gallery_0000s_0034_The-Catalyst-Hotel_07-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/Gallery_0000s_0000_The-Catalyst-0452b-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/Gallery_0000s_0001_The-Catalyst-0446-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/Gallery_0000s_0003_The-Catalyst-0412a-768x432.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/Gallery_0000s_0034_The-Catalyst-Hotel_07-1024x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/Gallery_0000s_0000_The-Catalyst-0452b-1024x576.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/Gallery_0000s_0001_The-Catalyst-0446-1024x576.jpg']",https://moafrikatours.com/south-africa/johannesburg/tours/3-day/luxury/3-day-johannesburg-luxury-package/,,20250210_151857
22,5 Day Thakadu River Camp Safari,Take a five-day safari with MoAfrika Tours to visit the stunning Madikwe landscapes while staying in a world-class lodge. The resort’s skilled guide will take you on morning and evening wildlife drives in an open safari vehicle to get to know the area and its inhabitants.,"South Africa, Madikwe",South Africa,ZAR,"35,195",5,"['https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-2-resize-2-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-resize-2-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-9resize-2-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-8-resize-2-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-2-resize-2.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-resize-2.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-9resize-2.jpg']",https://moafrikatours.com/south-africa/greater-kruger/manyeleti-game-reserve/safaris/5-day/luxury/5-day-thakadu-river-camp-safari/,,20250210_151903
23,4 Day Thakadu River Camp Safari,Book a four-day safari with MoAfrika Tours and see the beautiful landscapes of Madikwe while staying in a world-class resort.,"South Africa, Madikwe",South Africa,ZAR,"27,895",4,"['https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-2-resize-1-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-resize-1-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-9resize-1-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-8-resize-1-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-2-resize-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-resize-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-9resize-1.jpg']",https://moafrikatours.com/south-africa/greater-kruger/manyeleti-game-reserve/safaris/4-day/luxury/4-day-thakadu-river-camp-safari/,,20250210_151908
24,3 Day Thakadu River Camp Safari,Have a three-day safari through Madikwe’s picturesque terrain with MoAfrika Tours and lodge in one of the luxurious Lodges. A three-day safari in Madikwe is the perfect way to become acquainted with the landscape and wildlife of this stunning private Big Five reserve.,"South Africa, Madikwe",South Africa,ZAR,"20,495",3,"['https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-2-resize-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-3-resize-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-4-resize-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-6-resize-768x513.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-2-resize.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-3-resize.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/10/aha-Thakadu-River-Camp-4-resize.jpg']",https://moafrikatours.com/south-africa/greater-kruger/manyeleti-game-reserve/safaris/3-day/luxury/3-day-thakadu-river-camp-safari/,,20250210_151914
25,3 Day Inverdoorn Luxury Safari,"Discover luxury, wildlife, and conservation beyond the Karoo’s heartbeat at Inverdoorn Private Game Reserve! Imagine this: 2.5 hours from Cape Town’s bustle, nestled amidst the vast, malaria-free Ceres Karoo, lies Inverdoorn.",South Africa,South Africa,ZAR,"10,395",3,"['https://moafrikatours.com/wp-content/uploads/2024/09/Screenshot-2020-05-13-at-21.31.14-768x513.png', 'https://moafrikatours.com/wp-content/uploads/2024/09/Screenshot-2020-05-13-at-21.31.27-768x511.png', 'https://moafrikatours.com/wp-content/uploads/2024/09/Screenshot-2020-05-13-at-21.31.46-768x510.png', 'https://moafrikatours.com/wp-content/uploads/2024/09/Screenshot-2020-05-13-at-21.31.57-768x510.png', 'https://moafrikatours.com/wp-content/uploads/2024/09/Screenshot-2020-05-13-at-21.31.14.png', 'https://moafrikatours.com/wp-content/uploads/2024/09/Screenshot-2020-05-13-at-21.31.27.png', 'https://moafrikatours.com/wp-content/uploads/2024/09/Screenshot-2020-05-13-at-21.31.46.png']",https://moafrikatours.com/south-africa/western-cape/safaris/3-day/luxury/3-day-inverdoorn-luxury-safari/,,20250210_151919
26,4 Day Kruger Shelati - Train on the bridge,"Discover an unforgettable journey at Kruger Shalati: The Train on the Bridge, where history, luxury, and nature combine for a unique experience. Perched on a historic bridge, Kruger Shalati offers luxurious accommodation honouring the park’s rich past. Wake up to the serene sounds of the river and the African wilderness. The train pays tribute to past explorers while welcoming modern adventurers seeking a unique connection with nature. Step aboard to  experience Kruger’s rich history with modern comforts. Enjoy guided game drives, gourmet dining, and relaxing on luxurious decks. Join this 4-day tour for a luxury experience in a spectacular setting, creating cherished memories.","South Africa, Kruger National Park",South Africa,ZAR,"29,295",4,"['https://moafrikatours.com/wp-content/uploads/2024/09/Kruger-Shalati_Fuji-Astia-100F-_Mia-Louw__073-1024x683-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/KRUGERSHALATI-70-683x1024-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/KRUGERSHALATI-203-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/KRUGERSHALATI-208.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/Kruger-Shalati_Fuji-Astia-100F-_Mia-Louw__073-1024x683-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/KRUGERSHALATI-70-683x1024-1.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/09/KRUGERSHALATI-203.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/4-day/4-day-kruger-shelati-train-on-the-bridge/,,20250210_151925
27,5 Day Kruger Adventure Safari,"Kruger Adventure Lodge is the ideal base for exploring the national park for which it is named. Situated in the small town of Hazyview, this unpretentious family-friendly lodge stands in large bushy grounds where you should look out for monkeys, bushbabies, small antelope and an abundance of birds. Amenities include a tempting swimming pool and popular restaurant. Only 15km away, Phabeni Gate provides access to a part of the Kruger National Park known for its quality Big Five sightings.","South Africa, Kruger National Park",South Africa,ZAR,"16,575",5,"['https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-2-1030x728-1-768x543.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/kruger-park-panorama-route-johannesburg-768x430.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-4-1030x687-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/03/Hluhluwe-768x514.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-2-1030x728-1-1024x724.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/09/kruger-park-panorama-route-johannesburg-1024x573.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-4-1030x687-1-1024x683.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/5-day/5-day-kruger-adventure-safari/,,20250210_151930
28,4 Day Kruger Adventure Safari,"Kruger Adventure Lodge is the ideal base for exploring the national park for which it is named. Situated in the small town of Hazyview, this unpretentious family-friendly lodge stands in large bushy grounds where you should look out for monkeys, bushbabies, small antelope and an abundance of birds. Amenities include a tempting swimming pool and popular restaurant. Only 15km away, Phabeni Gate provides access to a part of the Kruger National Park known for its quality Big Five sightings.","South Africa, Kruger National Park",South Africa,ZAR,"13,655",4,"['https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-2-1030x728-1-768x543.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/349-south-africa-safari-greater-kruger-park-lowveld-area-near-kruger-20200818173046-768x285.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-4-1030x687-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-7-1030x687-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-2-1030x728-1-1024x724.jpg', 'https://moafrikatours.com/wp-content/uploads/2022/01/349-south-africa-safari-greater-kruger-park-lowveld-area-near-kruger-20200818173046-1024x380.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-4-1030x687-1-1024x683.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/4-day/4-day-kruger-adventure-safari/,,20250210_151936
29,3 Day Kruger Adventure Safari,"Nestled in the heart of the African bushveld, Kruger Adventure Lodge offers a truly immersive experience in South Africa’s wilderness. The accommodation options cater to various tastes, from the rustic charm of safari tents to the luxurious comfort of forest suites. The safari tents provide a unique connection to nature, with canvas walls allowing the sounds of the wild to serenade you to sleep. Alternatively, the forest suites offer a more opulent stay, featuring modern amenities and panoramic views of the surrounding landscape. Both options promise a memorable and authentic African safari experience.","South Africa, Kruger National Park",South Africa,ZAR,"8,705",3,"['https://moafrikatours.com/wp-content/uploads/2023/03/Kruger-Safari-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-2-1030x728-1-768x543.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-4-1030x687-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-7-1030x687-1-768x512.jpg', 'https://moafrikatours.com/wp-content/uploads/2023/03/Kruger-Safari-1-1024x683.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-2-1030x728-1-1024x724.jpg', 'https://moafrikatours.com/wp-content/uploads/2024/08/Forest-Suites-4-1030x687-1-1024x683.jpg']",https://moafrikatours.com/south-africa/kruger-national-park/safaris/3-day/3-day-kruger-adventure-safari/,,20250210_151941
